pl_srcoldmsncev_x,pl_inqcnt2y_x,pl_inqcnt1m_x,acctno,lexid,pl_srcoldmsncev_y,pl_inqcnt2y_y,pl_inqcnt1m_y,o_lexid,company_id,date_added,flag,pl_srcoldmsncev_diff,pl_inqcnt2y_diff,pl_inqcnt1m_diff
372.0,3.0,2.0,436185821R130971,424705721.0,369.0,8.0,0.0,424705721,107571,2023-10-15 16:15:24,0,3.0,-5.0,2.0
217.0,8.0,2.0,436185691R148685,84956001582.0,214.0,6.0,0.0,84956001582,107571,2023-10-15 19:56:27,0,3.0,2.0,2.0
440.0,4.0,3.0,436185811R160363,1258917751.0,437.0,1.0,0.0,1258917751,107571,2023-10-16 13:36:29,0,3.0,3.0,3.0
256.0,10.0,4.0,436185781R176510,9006595223.0,253.0,6.0,1.0,9006595223,107571,2023-10-16 17:48:50,0,3.0,4.0,3.0
156.0,5.0,3.0,436185691R211570,154243690647.0,153.0,2.0,0.0,154243690647,107571,2023-10-17 00:43:52,0,3.0,3.0,3.0
257.0,32.0,3.0,436182511R542687,7742158501.0,254.0,30.0,1.0,7742158501,107891,2023-10-03 07:14:42,0,3.0,2.0,2.0
236.0,5.0,3.0,436182551R641553,13016224271.0,233.0,2.0,0.0,13016224271,107891,2023-10-05 01:21:43,0,3.0,3.0,3.0
126.0,6.0,3.0,436185741R180500,191032226890.0,123.0,3.0,0.0,191032226890,107891,2023-10-16 16:47:15,0,3.0,3.0,3.0
307.0,2.0,2.0,436185671R293261,1814878591.0,304.0,0.0,0.0,1814878591,107891,2023-10-18 16:36:40,0,3.0,2.0,2.0
252.0,12.0,2.0,436182541R894713,11596161245.0,249.0,10.0,0.0,11596161245,107891,2023-10-10 19:30:32,0,3.0,2.0,2.0
88.0,12.0,2.0,436185701R39847,194657890834.0,85.0,10.0,0.0,194657890834,107891,2023-10-13 07:10:35,0,3.0,2.0,2.0
102.0,5.0,3.0,436185761R162391,190240348988.0,99.0,2.0,0.0,190240348988,107891,2023-10-16 13:35:13,0,3.0,3.0,3.0
430.0,10.0,2.0,436185671R274753,550451859.0,427.0,8.0,0.0,550451859,107891,2023-10-18 04:20:42,0,3.0,2.0,2.0
196.0,12.0,2.0,436185701R338985,144178911186.0,193.0,10.0,0.0,144178911186,107891,2023-10-19 10:17:50,0,3.0,2.0,2.0
275.0,16.0,6.0,436185801R505741,1903898359.0,272.0,14.0,4.0,1903898359,107891,2023-10-23 11:25:34,0,3.0,2.0,2.0
86.0,13.0,3.0,436185671R94120,193985031975.0,83.0,10.0,0.0,193985031975,107891,2023-10-14 07:13:38,0,3.0,3.0,3.0
180.0,9.0,3.0,436185751R129501,155485149474.0,177.0,6.0,0.0,155485149474,107891,2023-10-15 13:15:54,0,3.0,3.0,3.0
126.0,5.0,2.0,436185791R240184,191101884631.0,123.0,3.0,0.0,191101884631,107891,2023-10-17 20:02:07,0,3.0,2.0,2.0
352.0,9.0,2.0,436186511R55139,2054246050.0,349.0,7.0,0.0,2054246050,107891,2023-10-24 23:17:23,0,3.0,2.0,2.0
106.0,8.0,3.0,436182201R590232,192758916283.0,103.0,6.0,1.0,192758916283,107891,2023-10-04 02:43:49,0,3.0,2.0,2.0
282.0,9.0,2.0,436182461R619368,58645688.0,279.0,7.0,0.0,58645688,107891,2023-10-04 19:14:25,0,3.0,2.0,2.0
148.0,8.0,3.0,436186451R99955,180025665670.0,145.0,6.0,1.0,180025665670,107891,2023-10-26 01:43:53,0,3.0,2.0,2.0
339.0,12.0,2.0,436186511R125822,424026656.0,336.0,10.0,0.0,424026656,107891,2023-10-26 16:59:50,0,3.0,2.0,2.0
410.0,8.0,3.0,436186421R336630,74528549.0,408.0,6.0,1.0,74528549,107891,2023-10-31 01:15:22,0,2.0,2.0,2.0
90.0,8.0,2.0,436186501R103261,193128357940.0,87.0,6.0,0.0,193128357940,107891,2023-10-26 03:08:58,0,3.0,2.0,2.0
318.0,5.0,4.0,436186511R294218,2360280317.0,316.0,3.0,2.0,2360280317,107891,2023-10-30 13:53:48,0,2.0,2.0,2.0
373.0,8.0,3.0,436186431R340117,97009784.0,371.0,5.0,0.0,97009784,107891,2023-10-31 02:14:09,0,2.0,3.0,3.0
177.0,8.0,3.0,436186121R128975,160818017096.0,174.0,6.0,1.0,160818017096,107891,2023-10-26 17:28:34,0,3.0,2.0,2.0
230.0,7.0,3.0,436186441R268728,53773488429.0,228.0,5.0,1.0,53773488429,107891,2023-10-29 19:37:25,0,2.0,2.0,2.0
255.0,11.0,2.0,436186421R380095,6587698153.0,253.0,9.0,0.0,6587698153,107891,2023-10-31 21:22:44,0,2.0,2.0,2.0
